year,state,category,jurisdiction,budget_usd,pct_change_yoy,lag_1,rolling_3yr,budget_log
2017,NE,education,state,3873090000,-0.98,8.85,4.2,9.5881
2018,NE,education,state,3869733000,-0.09,-0.98,2.593,9.5877
2019,NE,education,state,3898084000,0.73,-0.09,-0.113,9.5909
2020,NE,education,state,4105013000,5.31,0.73,1.983,9.6133
2021,NE,education,state,4221163000,2.83,5.31,2.957,9.6254
2022,NE,education,state,4639522000,9.91,2.83,6.017,9.6665
2023,NE,education,state,4742228000,2.21,9.91,4.983,9.676
2015,NE,environment,state,356384000,8.24,8.24,8.24,8.5519
2016,NE,environment,state,252891000,-20.0,8.24,-5.88,8.4029
2017,NE,environment,state,290491000,14.87,-20.0,1.037,8.4631
2018,NE,environment,state,287109000,-1.16,14.87,-2.097,8.458
2019,NE,environment,state,286972000,-0.05,-1.16,4.553,8.4578
2020,NE,environment,state,278604000,-2.92,-0.05,-1.377,8.445
2021,NE,environment,state,268872000,-3.49,-2.92,-2.153,8.4295
2022,NE,environment,state,280635000,4.37,-3.49,-0.68,8.4481
2023,NE,environment,state,470050000,30.0,4.37,10.293,8.6721
2015,NE,housing,state,2493798000,-2.15,-2.15,-2.15,9.3969
2016,NE,housing,state,2478245000,-0.62,-2.15,-1.385,9.3941
2017,NE,housing,state,2745847000,10.8,-0.62,2.677,9.4387
2018,NE,housing,state,2800679000,2.0,10.8,4.06,9.4473
2019,NE,housing,state,2794802000,-0.21,2.0,4.197,9.4464
2020,NE,housing,state,2892870000,3.51,-0.21,1.767,9.4613
2021,NE,housing,state,3641438000,25.88,3.51,9.727,9.5613
2022,NE,housing,state,4242099000,16.5,25.88,15.297,9.6276
2023,NE,housing,state,4998959000,17.84,16.5,20.073,9.6989
2015,NE,public_safety,state,431782000,19.58,19.58,19.58,8.6353
2016,NE,public_safety,state,450747000,4.39,19.58,11.985,8.6539
2017,NE,public_safety,state,460097000,2.07,4.39,8.68,8.6628
2018,NE,public_safety,state,462038000,0.42,2.07,2.293,8.6647
2019,NE,public_safety,state,473939000,2.58,0.42,1.69,8.6757
2020,NE,public_safety,state,549175000,15.87,2.58,6.29,8.7397
2021,NE,public_safety,state,536091000,-2.38,15.87,5.357,8.7292
2022,NE,public_safety,state,599350000,11.8,-2.38,8.43,8.7777
2023,NE,public_safety,state,673550000,12.38,11.8,7.267,8.8284
2015,NE,transportation,state,802515000,5.16,5.16,5.16,8.9045
2016,NE,transportation,state,901443000,12.33,5.16,8.745,8.9549
2017,NE,transportation,state,824452000,-8.54,12.33,2.983,8.9162
2018,NE,transportation,state,833252000,1.07,-8.54,1.62,8.9208
2019,NE,transportation,state,811826000,-2.57,1.07,-3.347,8.9095
2020,NE,transportation,state,984287000,21.24,-2.57,6.58,8.9931
2021,NE,transportation,state,967129000,-1.74,21.24,5.643,8.9855
2022,NE,transportation,state,997312000,3.12,-1.74,7.54,8.9988
2023,NE,transportation,state,1184597000,18.78,3.12,6.72,9.0736
2015,NH,education,state,2277515000,2.85,2.85,2.85,9.3575
2016,NH,education,state,2391848000,5.02,2.85,3.935,9.3787
2017,NH,education,state,2377784000,-0.59,5.02,2.427,9.3762
2018,NH,education,state,2304692000,-3.07,-0.59,0.453,9.3626
2019,NH,education,state,2304994000,0.01,-3.07,-1.217,9.3627
2020,NH,education,state,2393050000,3.82,0.01,0.253,9.379
2021,NH,education,state,2637701000,10.22,3.82,4.683,9.4212
2015,NH,environment,state,76683000,10.0,10.0,10.0,7.8847
2016,NH,environment,state,83585000,9.0,10.0,9.5,7.9221
2017,NH,environment,state,85818000,2.67,9.0,7.223,7.9336
2018,NH,environment,state,86368000,0.64,2.67,4.103,7.9364
2019,NH,environment,state,83745000,-3.04,0.64,0.09,7.923
2020,NH,environment,state,78752000,-5.96,-3.04,-2.787,7.8963
2021,NH,environment,state,74863000,-4.94,-5.96,-4.647,7.8743
2015,NH,housing,state,2106083000,19.33,19.33,19.33,9.3235
2016,NH,housing,state,2423371000,15.07,19.33,17.2,9.3844
2017,NH,housing,state,2561731000,5.71,15.07,13.37,9.4085
2018,NH,housing,state,2597379000,1.39,5.71,7.39,9.4145
2019,NH,housing,state,2646521000,1.89,1.39,2.997,9.4227
2020,NH,housing,state,2796088000,5.65,1.89,2.977,9.4466
2021,NH,housing,state,3210944000,14.84,5.65,7.46,9.5066
2015,NH,public_safety,state,184540000,8.04,8.04,8.04,8.2661
2016,NH,public_safety,state,184312000,-0.12,8.04,3.96,8.2656
2017,NH,public_safety,state,217771000,18.15,-0.12,8.69,8.338
2018,NH,public_safety,state,201886000,-7.29,18.15,3.58,8.3051
2019,NH,public_safety,state,204052000,1.07,-7.29,3.977,8.3097
2020,NH,public_safety,state,238922000,17.09,1.07,3.623,8.3783
2021,NH,public_safety,state,240556000,0.68,17.09,6.28,8.3812
2015,NH,transportation,state,507557000,-5.22,-5.22,-5.22,8.7055
2016,NH,transportation,state,479911000,-5.45,-5.22,-5.335,8.6812
2017,NH,transportation,state,528233000,10.07,-5.45,-0.2,8.7228
2018,NH,transportation,state,541123000,2.44,10.07,2.353,8.7333
2019,NH,transportation,state,517538000,-4.36,2.44,2.717,8.7139
2020,NH,transportation,state,544844000,5.28,-4.36,1.12,8.7363
2021,NH,transportation,state,512034000,-6.02,5.28,-1.7,8.7093
2015,NJ,education,state,22285616000,3.36,3.36,3.36,10.348
2016,NJ,education,state,23464851000,5.29,3.36,4.325,10.3704
2017,NJ,education,state,24292620000,3.53,5.29,4.06,10.3855
2018,NJ,education,state,22703551000,-6.54,3.53,0.76,10.3561
2019,NJ,education,state,27180188000,19.72,-6.54,5.57,10.4343
2020,NJ,education,state,26374393000,-2.96,19.72,3.407,10.4212
2021,NJ,education,state,25064602000,-4.97,-2.96,3.93,10.3991
2015,NJ,environment,state,796624000,5.17,5.17,5.17,8.9013
2016,NJ,environment,state,769351000,-3.42,5.17,0.875,8.8861
2017,NJ,environment,state,740362000,-3.77,-3.42,-0.673,8.8694
2018,NJ,environment,state,749991000,1.3,-3.77,-1.963,8.8751
2019,NJ,environment,state,700233000,-6.63,1.3,-3.033,8.8452
2020,NJ,environment,state,752845000,7.51,-6.63,0.727,8.8767
2021,NJ,environment,state,862125000,14.52,7.51,5.133,8.9356
2015,NJ,housing,state,17094670000,15.89,15.89,15.89,10.2329
2016,NJ,housing,state,17476845000,2.24,15.89,9.065,10.2425
2017,NJ,housing,state,18956545000,8.47,2.24,8.867,10.2778
2018,NJ,housing,state,19371264000,2.19,8.47,4.3,10.2872
2019,NJ,housing,state,19747214000,1.94,2.19,4.2,10.2955
2020,NJ,housing,state,20728438000,4.97,1.94,3.033,10.3166
2021,NJ,housing,state,22809970000,10.04,4.97,5.65,10.3581
2015,NJ,public_safety,state,2302914000,-7.45,-7.45,-7.45,9.3623
2016,NJ,public_safety,state,2267385000,-1.54,-7.45,-4.495,9.3555
2017,NJ,public_safety,state,2248192000,-0.85,-1.54,-3.28,9.3518
2018,NJ,public_safety,state,2248320000,0.01,-0.85,-0.793,9.3519
2019,NJ,public_safety,state,2422859000,7.76,0.01,2.307,9.3843
2020,NJ,public_safety,state,2714684000,12.04,7.76,6.603,9.4337
2021,NJ,public_safety,state,2795050000,2.96,12.04,7.587,9.4464
2015,NJ,transportation,state,3884642000,-6.25,-6.25,-6.25,9.5894
2016,NJ,transportation,state,3526176000,-9.23,-6.25,-7.74,9.5473
2017,NJ,transportation,state,2850372000,-19.17,-9.23,-11.55,9.4549
2018,NJ,transportation,state,3123724000,9.59,-19.17,-6.27,9.4947
2019,NJ,transportation,state,3485592000,11.58,9.59,0.667,9.5423
2020,NJ,transportation,state,3331477000,-4.42,11.58,5.583,9.5226
2021,NJ,transportation,state,3242927000,-2.66,-4.42,1.5,9.5109
2015,NM,education,state,5840534000,5.74,5.74,5.74,9.7665
2016,NM,education,state,5930635000,1.54,5.74,3.64,9.7731
2017,NM,education,state,5956142000,0.43,1.54,2.57,9.775
2018,NM,education,state,6081138000,2.1,0.43,1.357,9.784
2019,NM,education,state,5957731000,-2.03,2.1,0.167,9.7751
2020,NM,education,state,5968757000,0.19,-2.03,0.087,9.7759
2021,NM,education,state,6521748000,9.26,0.19,2.473,9.8144
2015,NM,environment,state,282505000,13.39,13.39,13.39,8.451
2016,NM,environment,state,258432000,-8.52,13.39,2.435,8.4123
2017,NM,environment,state,294359000,13.9,-8.52,6.257,8.4689
2018,NM,environment,state,249665000,-15.18,13.9,-3.267,8.3974
2019,NM,environment,state,295690000,18.43,-15.18,5.717,8.4708
2020,NM,environment,state,302982000,2.47,18.43,1.907,8.4814
2021,NM,environment,state,326174000,7.65,2.47,9.517,8.5134
2015,NM,housing,state,5689510000,30.0,30.0,30.0,9.7551
2016,NM,housing,state,6175212000,8.54,30.0,19.27,9.7907
2017,NM,housing,state,5923297000,-4.08,8.54,11.487,9.7726
2018,NM,housing,state,6238404000,5.32,-4.08,3.26,9.7951
2019,NM,housing,state,6213256000,-0.4,5.32,0.28,9.7933
2020,NM,housing,state,7283848000,17.23,-0.4,7.383,9.8624
2021,NM,housing,state,8228629000,12.97,17.23,9.933,9.9153
2015,NM,public_safety,state,602230000,15.96,15.96,15.96,8.7798
2016,NM,public_safety,state,623559000,3.54,15.96,9.75,8.7949
2017,NM,public_safety,state,625118000,0.25,3.54,6.583,8.796
2018,NM,public_safety,state,631841000,1.08,0.25,1.623,8.8006
2019,NM,public_safety,state,665436000,5.32,1.08,2.217,8.8231
2020,NM,public_safety,state,738739000,11.02,5.32,5.807,8.8685
2021,NM,public_safety,state,722978000,-2.13,11.02,4.737,8.8591
2015,NM,transportation,state,781409000,6.96,6.96,6.96,8.8929
2016,NM,transportation,state,710946000,-9.02,6.96,-1.03,8.8518
2017,NM,transportation,state,649304000,-8.67,-9.02,-3.577,8.8124
2018,NM,transportation,state,695870000,7.17,-8.67,-3.507,8.8425
2019,NM,transportation,state,766340000,10.13,7.17,2.877,8.8844
2020,NM,transportation,state,881361000,15.01,10.13,10.77,8.9452
2021,NM,transportation,state,966928000,9.71,15.01,11.617,8.9854
2015,NV,education,state,4714642000,5.47,5.47,5.47,9.6734
2016,NV,education,state,4652539000,-1.32,5.47,2.075,9.6677
2017,NV,education,state,5150201000,10.7,-1.32,4.95,9.7118
2018,NV,education,state,5654125000,9.78,10.7,6.387,9.7524
2019,NV,education,state,5629287000,-0.44,9.78,6.68,9.7505
2020,NV,education,state,5886576000,4.57,-0.44,4.637,9.7699
2021,NV,education,state,6069691000,3.11,4.57,2.413,9.7832
2022,NV,education,state,6645324000,9.48,3.11,5.72,9.8225
2023,NV,education,state,10368747000,30.0,9.48,14.197,10.0157
2015,NV,environment,state,114295000,-8.18,-8.18,-8.18,8.058
2016,NV,environment,state,115962000,1.46,-8.18,-3.36,8.0643
2017,NV,environment,state,161164000,30.0,1.46,7.76,8.2073
2018,NV,environment,state,176228000,9.35,30.0,13.603,8.2461
2019,NV,environment,state,180214000,2.26,9.35,13.87,8.2558
2020,NV,environment,state,209122000,16.04,2.26,9.217,8.3204
2021,NV,environment,state,186672000,-10.74,16.04,2.52,8.2711
2022,NV,environment,state,181512000,-2.76,-10.74,0.847,8.2589
2023,NV,environment,state,206914000,13.99,-2.76,0.163,8.3158
2015,NV,housing,state,3154084000,30.0,30.0,30.0,9.4989
2016,NV,housing,state,3372920000,6.94,30.0,18.47,9.528
2017,NV,housing,state,3732718000,10.67,6.94,15.87,9.572
2018,NV,housing,state,3964016000,6.2,10.67,7.937,9.5981
2019,NV,housing,state,4316008000,8.88,6.2,8.583,9.6351
2020,NV,housing,state,4418905000,2.38,8.88,5.82,9.6453
2021,NV,housing,state,4504613000,1.94,2.38,4.4,9.6537
2022,NV,housing,state,5063354000,12.4,1.94,5.573,9.7044
2023,NV,housing,state,6117250000,20.81,12.4,11.717,9.7866
2015,NV,public_safety,state,336172000,-1.25,-1.25,-1.25,8.5266
2016,NV,public_safety,state,353333000,5.1,-1.25,1.925,8.5482
2017,NV,public_safety,state,407384000,15.3,5.1,6.383,8.61
2018,NV,public_safety,state,443075000,8.76,15.3,9.72,8.6465
2019,NV,public_safety,state,432477000,-2.39,8.76,7.223,8.636
2020,NV,public_safety,state,531159000,22.82,-2.39,9.73,8.7252
2021,NV,public_safety,state,551924000,3.91,22.82,8.113,8.7419
2022,NV,public_safety,state,545137000,-1.23,3.91,8.5,8.7365
2023,NV,public_safety,state,535702000,-1.73,-1.23,0.317,8.7289
2015,NV,transportation,state,603588000,21.65,21.65,21.65,8.7807
2016,NV,transportation,state,706200000,17.0,21.65,19.325,8.8489
2017,NV,transportation,state,1000374000,30.0,17.0,22.883,9.0002
2018,NV,transportation,state,1046171000,4.58,30.0,17.193,9.0196
2019,NV,transportation,state,905590000,-13.44,4.58,7.047,8.9569
2020,NV,transportation,state,999093000,10.33,-13.44,0.49,8.9996
2021,NV,transportation,state,894371000,-10.48,10.33,-4.53,8.9515
2022,NV,transportation,state,973877000,8.89,-10.48,2.913,8.9885
2023,NV,transportation,state,1058769000,8.72,8.89,2.377,9.0248
2015,NY,education,state,43024231000,1.7,1.7,1.7,10.6337
2016,NY,education,state,46294695000,7.6,1.7,4.65,10.6655
2017,NY,education,state,46348765000,0.12,7.6,3.14,10.666
2018,NY,education,state,46901379000,1.19,0.12,2.97,10.6712
2019,NY,education,state,48595418000,3.61,1.19,1.64,10.6866
2020,NY,education,state,49556575000,1.98,3.61,2.26,10.6951
2021,NY,education,state,47100508000,-4.96,1.98,0.21,10.673
2015,NY,environment,state,1210504000,15.55,15.55,15.55,9.083
2016,NY,environment,state,1152680000,-4.78,15.55,5.385,9.0617
2017,NY,environment,state,1300880000,12.86,-4.78,7.877,9.1142
2018,NY,environment,state,1297577000,-0.25,12.86,2.61,9.1131
2019,NY,environment,state,1471966000,13.44,-0.25,8.683,9.1679
2020,NY,environment,state,1461120000,-0.74,13.44,4.15,9.1647
2021,NY,environment,state,1317736000,-9.81,-0.74,0.963,9.1198
2015,NY,housing,state,58001659000,7.9,7.9,7.9,10.7634
2016,NY,housing,state,63046790000,8.7,7.9,8.3,10.7997
2017,NY,housing,state,66871098000,6.07,8.7,7.557,10.8252
2018,NY,housing,state,71586122000,7.05,6.07,7.273,10.8548
2019,NY,housing,state,75185226000,5.03,7.05,6.05,10.8761
2020,NY,housing,state,79154099000,5.28,5.03,5.787,10.8985
2021,NY,housing,state,78463127000,-0.87,5.28,3.147,10.8947
2015,NY,public_safety,state,3980491000,0.68,0.68,0.68,9.5999
2016,NY,public_safety,state,4150700000,4.28,0.68,2.48,9.6181
2017,NY,public_safety,state,4236140000,2.06,4.28,2.34,9.627
2018,NY,public_safety,state,4263378000,0.64,2.06,2.327,9.6298
2019,NY,public_safety,state,4285578000,0.52,0.64,1.073,9.632
2020,NY,public_safety,state,4657463000,8.68,0.52,3.28,9.6681
2021,NY,public_safety,state,4120478000,-11.53,8.68,-0.777,9.6149
2015,NY,transportation,state,5410357000,9.63,9.63,9.63,9.7332
2016,NY,transportation,state,5462359000,0.96,9.63,5.295,9.7374
2017,NY,transportation,state,6151516000,12.62,0.96,7.737,9.789
2018,NY,transportation,state,7381820000,20.0,12.62,11.193,9.8682
2019,NY,transportation,state,7876706000,6.7,20.0,13.107,9.8963
2020,NY,transportation,state,5682740000,-20.0,6.7,2.233,9.7546
2021,NY,transportation,state,6273221000,10.39,-20.0,-0.97,9.7975
2015,OH,education,state,22208885000,2.4,2.4,2.4,10.3465
2016,OH,education,state,22346467000,0.62,2.4,1.51,10.3492
2017,OH,education,state,22941910000,2.66,0.62,1.893,10.3606
2018,OH,education,state,23297437000,1.55,2.66,1.61,10.3673
2019,OH,education,state,22856498000,-1.89,1.55,0.773,10.359
2020,OH,education,state,23770412000,4.0,-1.89,1.22,10.376
2021,OH,education,state,23340114000,-1.81,4.0,0.1,10.3681
2022,OH,education,state,26714490000,14.46,-1.81,5.55,10.4267
2023,OH,education,state,28094481000,5.17,14.46,5.94,10.4486
2015,OH,environment,state,476543000,7.81,7.81,7.81,8.6781
2016,OH,environment,state,508235000,6.65,7.81,7.23,8.7061
2017,OH,environment,state,520729000,2.46,6.65,5.64,8.7166
2018,OH,environment,state,541175000,3.93,2.46,4.347,8.7333
2019,OH,environment,state,547445000,1.16,3.93,2.517,8.7383
2020,OH,environment,state,519296000,-5.14,1.16,-0.017,8.7154
2021,OH,environment,state,633348000,21.96,-5.14,5.993,8.8016
2022,OH,environment,state,682943000,7.83,21.96,8.217,8.8344
2023,OH,environment,state,733493000,7.4,7.83,12.397,8.8654
2015,OH,housing,state,25344578000,13.71,13.71,13.71,10.4039
2016,OH,housing,state,27452840000,8.32,13.71,11.015,10.4386
2017,OH,housing,state,27677179000,0.82,8.32,7.617,10.4421
2018,OH,housing,state,28265820000,2.13,0.82,3.757,10.4513
2019,OH,housing,state,28743493000,1.69,2.13,1.547,10.4585
2020,OH,housing,state,30519377000,6.18,1.69,3.333,10.4846
2021,OH,housing,state,34080335000,11.67,6.18,6.513,10.5325
2022,OH,housing,state,38224022000,12.16,11.67,10.003,10.5823
2023,OH,housing,state,40164404000,5.08,12.16,9.637,10.6038
2015,OH,public_safety,state,1949515000,0.64,0.64,0.64,9.2899
2016,OH,public_safety,state,2058645000,5.6,0.64,3.12,9.3136
2017,OH,public_safety,state,2132460000,3.59,5.6,3.277,9.3289
2018,OH,public_safety,state,2304052000,8.05,3.59,5.747,9.3625
2019,OH,public_safety,state,2420856000,5.07,8.05,5.57,9.384
2020,OH,public_safety,state,2631174000,8.69,5.07,7.27,9.4201
2021,OH,public_safety,state,2678695000,1.81,8.69,5.19,9.4279
2022,OH,public_safety,state,2722005000,1.62,1.81,4.04,9.4349
2023,OH,public_safety,state,2912034000,6.98,1.62,3.47,9.4642
2015,OH,transportation,state,4226330000,1.43,1.43,1.43,9.626
2016,OH,transportation,state,4325118000,2.34,1.43,1.885,9.636
2017,OH,transportation,state,4301403000,-0.55,2.34,1.073,9.6336
2018,OH,transportation,state,4274060000,-0.64,-0.55,0.383,9.6308
2019,OH,transportation,state,4117865000,-3.65,-0.64,-1.613,9.6147
2020,OH,transportation,state,4703406000,14.22,-3.65,3.31,9.6724
2021,OH,transportation,state,4498450000,-4.36,14.22,2.07,9.6531
2022,OH,transportation,state,4463187000,-0.78,-4.36,3.027,9.6496
2023,OH,transportation,state,4979783000,11.57,-0.78,2.143,9.6972
2015,OK,education,state,7672357000,1.34,1.34,1.34,9.8849
2016,OK,education,state,8238382000,7.38,1.34,4.36,9.9158
2017,OK,education,state,8253318000,0.18,7.38,2.967,9.9166
2018,OK,education,state,8068280000,-2.24,0.18,1.773,9.9068
2019,OK,education,state,8227215000,1.97,-2.24,-0.03,9.9153
2020,OK,education,state,8724289000,6.04,1.97,1.923,9.9407
2021,OK,education,state,9040237000,3.62,6.04,3.877,9.9562
2022,OK,education,state,9705174000,7.36,3.62,5.673,9.987
2023,OK,education,state,9714729000,0.1,7.36,3.693,9.9874
2015,OK,environment,state,369075000,16.73,16.73,16.73,8.5671
2016,OK,environment,state,220443000,-20.0,16.73,-1.635,8.3433
2017,OK,environment,state,237975000,7.95,-20.0,1.56,8.3765
2018,OK,environment,state,239333000,0.57,7.95,-3.827,8.379
2019,OK,environment,state,262291000,9.59,0.57,6.037,8.4188
2020,OK,environment,state,325397000,24.06,9.59,11.407,8.5124
2021,OK,environment,state,333017000,2.34,24.06,11.997,8.5225
2022,OK,environment,state,328058000,-1.49,2.34,8.303,8.516
2023,OK,environment,state,567627000,30.0,-1.49,10.283,8.7541
2015,OK,housing,state,6693834000,-0.11,-0.11,-0.11,9.8257
2016,OK,housing,state,6667222000,-0.4,-0.11,-0.255,9.8239
2017,OK,housing,state,6806517000,2.09,-0.4,0.527,9.8329
2018,OK,housing,state,6810248000,0.05,2.09,0.58,9.8332
2019,OK,housing,state,7050604000,3.53,0.05,1.89,9.8482
2020,OK,housing,state,7156563000,1.5,3.53,1.693,9.8547
2021,OK,housing,state,7487550000,4.62,1.5,3.217,9.8743
2022,OK,housing,state,9248845000,23.52,4.62,9.88,9.9661
2023,OK,housing,state,11158978000,20.65,23.52,16.263,10.0476
2015,OK,public_safety,state,748775000,-2.13,-2.13,-2.13,8.8744
2016,OK,public_safety,state,778496000,3.97,-2.13,0.92,8.8913
2017,OK,public_safety,state,783093000,0.59,3.97,0.81,8.8938
2018,OK,public_safety,state,788539000,0.7,0.59,1.753,8.8968
2019,OK,public_safety,state,806288000,2.25,0.7,1.18,8.9065
2020,OK,public_safety,state,860015000,6.66,2.25,3.203,8.9345
2021,OK,public_safety,state,835313000,-2.87,6.66,2.013,8.9218
2022,OK,public_safety,state,826390000,-1.07,-2.87,0.907,8.9172
2023,OK,public_safety,state,931205000,12.68,-1.07,2.913,8.969
2015,OK,transportation,state,2153834000,6.96,6.96,6.96,9.3332
2016,OK,transportation,state,2181195000,1.27,6.96,4.115,9.3387
2017,OK,transportation,state,2199473000,0.84,1.27,3.023,9.3423
2018,OK,transportation,state,2154523000,-2.04,0.84,0.023,9.3334
2019,OK,transportation,state,2399580000,11.37,-2.04,3.39,9.3801
2020,OK,transportation,state,2511002000,4.64,11.37,4.657,9.3998
2021,OK,transportation,state,2609453000,3.92,4.64,6.643,9.4165
2022,OK,transportation,state,2864485000,9.77,3.92,6.11,9.457
2023,OK,transportation,state,3093550000,8.0,9.77,7.23,9.4905
2015,OR,education,state,8997319000,3.89,3.89,3.89,9.9541
2016,OR,education,state,9690199000,7.7,3.89,5.795,9.9863
2017,OR,education,state,9744277000,0.56,7.7,4.05,9.9887
2018,OR,education,state,10549695000,8.27,0.56,5.51,10.0232
2019,OR,education,state,10884873000,3.18,8.27,4.003,10.0368
2020,OR,education,state,12263991000,12.67,3.18,8.04,10.0886
2021,OR,education,state,12102796000,-1.31,12.67,4.847,10.0829
2022,OR,education,state,12529656000,3.53,-1.31,4.963,10.0979
2023,OR,education,state,14395266000,14.89,3.53,5.703,10.1582
2015,OR,environment,state,627765000,2.46,2.46,2.46,8.7978
2016,OR,environment,state,653931000,4.17,2.46,3.315,8.8155
2017,OR,environment,state,524650000,-19.77,4.17,-4.38,8.7199
2018,OR,environment,state,585023000,11.51,-19.77,-1.363,8.7672
2019,OR,environment,state,656166000,12.16,11.51,1.3,8.817
2020,OR,environment,state,643412000,-1.94,12.16,7.243,8.8085
2021,OR,environment,state,692787000,7.67,-1.94,5.963,8.8406
2022,OR,environment,state,919115000,30.0,7.67,11.91,8.9634
2023,OR,environment,state,1111006000,20.88,30.0,19.517,9.0457
2015,OR,housing,state,9870345000,25.64,25.64,25.64,9.9943
2016,OR,housing,state,10205949000,3.4,25.64,14.52,10.0089
2017,OR,housing,state,10481906000,2.7,3.4,10.58,10.0204
2018,OR,housing,state,11235890000,7.19,2.7,4.43,10.0506
2019,OR,housing,state,12132689000,7.98,7.19,5.957,10.084
2020,OR,housing,state,13234258000,9.08,7.98,8.083,10.1217
2021,OR,housing,state,14469993000,9.34,9.08,8.8,10.1605
2022,OR,housing,state,17046408000,17.81,9.34,12.077,10.2316
2023,OR,housing,state,18664347000,9.49,17.81,12.213,10.271
2015,OR,public_safety,state,954221000,-0.6,-0.6,-0.6,8.9796
2016,OR,public_safety,state,1055718000,10.64,-0.6,5.02,9.0235
2017,OR,public_safety,state,1099204000,4.12,10.64,4.72,9.0411
2018,OR,public_safety,state,1177880000,7.16,4.12,7.307,9.0711
2019,OR,public_safety,state,1212368000,2.93,7.16,4.737,9.0836
2020,OR,public_safety,state,1383870000,14.15,2.93,8.08,9.1411
2021,OR,public_safety,state,1442042000,4.2,14.15,7.093,9.159
2022,OR,public_safety,state,1524445000,5.71,4.2,8.02,9.1831
2023,OR,public_safety,state,1659712000,8.87,5.71,6.26,9.22
2015,OR,transportation,state,1202683000,0.46,0.46,0.46,9.0802
2016,OR,transportation,state,1170339000,-2.69,0.46,-1.115,9.0683
2017,OR,transportation,state,1195771000,2.17,-2.69,-0.02,9.0776
2018,OR,transportation,state,1135458000,-5.04,2.17,-1.853,9.0552
2019,OR,transportation,state,1275578000,12.34,-5.04,3.157,9.1057
2020,OR,transportation,state,1255307000,-1.59,12.34,1.903,9.0987
2021,OR,transportation,state,1543510000,22.96,-1.59,11.237,9.1885
2022,OR,transportation,state,1908969000,23.68,22.96,15.017,9.2808
2023,OR,transportation,state,1880568000,-1.49,23.68,15.05,9.2743
2015,PA,education,state,24204413000,4.77,4.77,4.77,10.3839
2016,PA,education,state,25123830000,3.8,4.77,4.285,10.4001
2017,PA,education,state,27120021000,7.95,3.8,5.507,10.4333
2018,PA,education,state,26881369000,-0.88,7.95,3.623,10.4295
2019,PA,education,state,28249509000,5.09,-0.88,4.053,10.451
2020,PA,education,state,28660799000,1.46,5.09,1.89,10.4573
2021,PA,education,state,28938300000,0.97,1.46,2.507,10.4615
2022,PA,education,state,32080944000,10.86,0.97,4.43,10.5062
2023,PA,education,state,33515232000,4.47,10.86,5.433,10.5252
2015,PA,environment,state,1007458000,7.99,7.99,7.99,9.0032
2016,PA,environment,state,1027907000,2.03,7.99,5.01,9.012
2017,PA,environment,state,1100650000,7.08,2.03,5.7,9.0416
2018,PA,environment,state,1135562000,3.17,7.08,4.093,9.0552
2019,PA,environment,state,1125961000,-0.85,3.17,3.133,9.0515
2020,PA,environment,state,1268359000,12.65,-0.85,4.99,9.1032
2021,PA,environment,state,1267877000,-0.04,12.65,3.92,9.1031
2022,PA,environment,state,1306618000,3.06,-0.04,5.223,9.1161
2023,PA,environment,state,1555933000,19.08,3.06,7.367,9.192
2015,PA,housing,state,24655737000,1.1,1.1,1.1,10.3919
2016,PA,housing,state,27944552000,13.34,1.1,7.22,10.4463
2017,PA,housing,state,32037807000,14.65,13.34,9.697,10.5057
2018,PA,housing,state,29548855000,-7.77,14.65,6.74,10.4705
2019,PA,housing,state,33364549000,12.91,-7.77,6.597,10.5233
2020,PA,housing,state,40118636000,20.24,12.91,8.46,10.6033
2021,PA,housing,state,39457587000,-1.65,20.24,10.5,10.5961
2022,PA,housing,state,43755593000,10.89,-1.65,9.827,10.641
2023,PA,housing,state,49035188000,12.07,10.89,7.103,10.6905
2015,PA,public_safety,state,3151997000,6.2,6.2,6.2,9.4986
2016,PA,public_safety,state,3204266000,1.66,6.2,3.93,9.5057
2017,PA,public_safety,state,3350605000,4.57,1.66,4.143,9.5251
2018,PA,public_safety,state,3345332000,-0.16,4.57,2.023,9.5244
2019,PA,public_safety,state,3447723000,3.06,-0.16,2.49,9.5375
2020,PA,public_safety,state,4521100000,30.0,3.06,10.967,9.6552
2021,PA,public_safety,state,4681404000,3.55,30.0,12.203,9.6704
2022,PA,public_safety,state,4442060000,-5.11,3.55,9.48,9.6476
2023,PA,public_safety,state,4568170000,2.84,-5.11,0.427,9.6597
2015,PA,transportation,state,8303811000,16.45,16.45,16.45,9.9193
2016,PA,transportation,state,9007547000,8.47,16.45,12.46,9.9546
2017,PA,transportation,state,8484723000,-5.8,8.47,6.373,9.9286
2018,PA,transportation,state,9427354000,11.11,-5.8,4.593,9.9744
2019,PA,transportation,state,9718354000,3.09,11.11,2.8,9.9876
2020,PA,transportation,state,9351031000,-3.78,3.09,3.473,9.9709
2021,PA,transportation,state,9122738000,-2.44,-3.78,-1.043,9.9601
2022,PA,transportation,state,8765306000,-3.92,-2.44,-3.38,9.9428
2023,PA,transportation,state,9820482000,12.04,-3.92,1.893,9.9921
2015,RI,education,state,1981863000,0.46,0.46,0.46,9.2971
2016,RI,education,state,2016102000,1.73,0.46,1.095,9.3045
2017,RI,education,state,2072599000,2.8,1.73,1.663,9.3165
2018,RI,education,state,2165079000,4.46,2.8,2.997,9.3355
2019,RI,education,state,2218674000,2.48,4.46,3.247,9.3461
2020,RI,education,state,2362272000,6.47,2.48,4.47,9.3733
